buying,maint,doors,persons,lug_boot,safety,Class
med,med,B,C,big,low,unacc
med,med,B,C,big,med,acc
med,med,B,C,big,high,vgood
med,med,C,A,small,low,unacc
med,med,C,A,small,med,unacc
med,med,C,A,small,high,unacc
med,med,C,A,med,low,unacc
med,med,C,A,med,med,unacc
med,med,C,A,med,high,unacc
med,med,C,A,big,low,unacc
med,med,C,A,big,med,unacc
med,med,C,A,big,high,unacc
med,med,C,B,small,low,unacc
med,med,C,B,small,med,acc
med,med,C,B,small,high,acc
med,med,C,B,med,low,unacc
med,med,C,B,med,med,acc
med,med,C,B,med,high,vgood
med,med,C,B,big,low,unacc
med,med,C,B,big,med,acc
med,med,C,B,big,high,vgood
med,med,C,C,small,low,unacc
med,med,C,C,small,med,acc
med,med,C,C,small,high,acc
med,med,C,C,med,low,unacc
med,med,C,C,med,med,acc
med,med,C,C,med,high,vgood
med,med,C,C,big,low,unacc
med,med,C,C,big,med,acc
med,med,C,C,big,high,vgood
med,med,D,A,small,low,unacc
med,med,D,A,small,med,unacc
med,med,D,A,small,high,unacc
med,med,D,A,med,low,unacc
med,med,D,A,med,med,unacc
med,med,D,A,med,high,unacc
med,med,D,A,big,low,unacc
med,med,D,A,big,med,unacc
med,med,D,A,big,high,unacc
med,med,D,B,small,low,unacc
med,med,D,B,small,med,acc
med,med,D,B,small,high,acc
med,med,D,B,med,low,unacc
med,med,D,B,med,med,acc
med,med,D,B,med,high,vgood
med,med,D,B,big,low,unacc
med,med,D,B,big,med,acc
med,med,D,B,big,high,vgood
med,med,D,C,small,low,unacc
med,med,D,C,small,med,acc
med,med,D,C,small,high,acc
med,med,D,C,med,low,unacc
med,med,D,C,med,med,acc
med,med,D,C,med,high,vgood
med,med,D,C,big,low,unacc
med,med,D,C,big,med,acc
med,med,D,C,big,high,vgood
med,low,A,A,small,low,unacc
med,low,A,A,small,med,unacc
med,low,A,A,small,high,unacc
med,low,A,A,med,low,unacc
med,low,A,A,med,med,unacc
med,low,A,A,med,high,unacc
med,low,A,A,big,low,unacc
med,low,A,A,big,med,unacc
med,low,A,A,big,high,unacc
med,low,A,B,small,low,unacc
med,low,A,B,small,med,acc
med,low,A,B,small,high,good
med,low,A,B,med,low,unacc
med,low,A,B,med,med,acc
med,low,A,B,med,high,good
med,low,A,B,big,low,unacc
med,low,A,B,big,med,good
med,low,A,B,big,high,vgood
med,low,A,C,small,low,unacc
med,low,A,C,small,med,unacc
med,low,A,C,small,high,unacc
med,low,A,C,med,low,unacc
med,low,A,C,med,med,acc
med,low,A,C,med,high,good
med,low,A,C,big,low,unacc
med,low,A,C,big,med,good
med,low,A,C,big,high,vgood
med,low,B,A,small,low,unacc
med,low,B,A,small,med,unacc
med,low,B,A,small,high,unacc
med,low,B,A,med,low,unacc
med,low,B,A,med,med,unacc
med,low,B,A,med,high,unacc
med,low,B,A,big,low,unacc
med,low,B,A,big,med,unacc
med,low,B,A,big,high,unacc
med,low,B,B,small,low,unacc
med,low,B,B,small,med,acc
med,low,B,B,small,high,good
med,low,B,B,med,low,unacc
med,low,B,B,med,med,acc
med,low,B,B,med,high,good
med,low,B,B,big,low,unacc
med,low,B,B,big,med,good
med,low,B,B,big,high,vgood
med,low,B,C,small,low,unacc
med,low,B,C,small,med,acc
med,low,B,C,small,high,good
med,low,B,C,med,low,unacc
med,low,B,C,med,med,good
med,low,B,C,med,high,vgood
med,low,B,C,big,low,unacc
med,low,B,C,big,med,good
med,low,B,C,big,high,vgood
med,low,C,A,small,low,unacc
med,low,C,A,small,med,unacc
med,low,C,A,small,high,unacc
med,low,C,A,med,low,unacc
med,low,C,A,med,med,unacc
med,low,C,A,med,high,unacc
med,low,C,A,big,low,unacc
med,low,C,A,big,med,unacc
med,low,C,A,big,high,unacc
med,low,C,B,small,low,unacc
med,low,C,B,small,med,acc
med,low,C,B,small,high,good
med,low,C,B,med,low,unacc
med,low,C,B,med,med,good
med,low,C,B,med,high,vgood
med,low,C,B,big,low,unacc
med,low,C,B,big,med,good
med,low,C,B,big,high,vgood
med,low,C,C,small,low,unacc
med,low,C,C,small,med,acc
med,low,C,C,small,high,good
med,low,C,C,med,low,unacc
med,low,C,C,med,med,good
med,low,C,C,med,high,vgood
med,low,C,C,big,low,unacc
med,low,C,C,big,med,good
med,low,C,C,big,high,vgood
med,low,D,A,small,low,unacc
med,low,D,A,small,med,unacc
med,low,D,A,small,high,unacc
med,low,D,A,med,low,unacc
med,low,D,A,med,med,unacc
med,low,D,A,med,high,unacc
med,low,D,A,big,low,unacc
med,low,D,A,big,med,unacc
med,low,D,A,big,high,unacc
med,low,D,B,small,low,unacc
med,low,D,B,small,med,acc
med,low,D,B,small,high,good
med,low,D,B,med,low,unacc
med,low,D,B,med,med,good
med,low,D,B,med,high,vgood
med,low,D,B,big,low,unacc
med,low,D,B,big,med,good
med,low,D,B,big,high,vgood
med,low,D,C,small,low,unacc
med,low,D,C,small,med,acc
med,low,D,C,small,high,good
med,low,D,C,med,low,unacc
med,low,D,C,med,med,good
med,low,D,C,med,high,vgood
med,low,D,C,big,low,unacc
med,low,D,C,big,med,good
med,low,D,C,big,high,vgood
low,vhigh,A,A,small,low,unacc
low,vhigh,A,A,small,med,unacc
low,vhigh,A,A,small,high,unacc
low,vhigh,A,A,med,low,unacc
low,vhigh,A,A,med,med,unacc
low,vhigh,A,A,med,high,unacc
low,vhigh,A,A,big,low,unacc
low,vhigh,A,A,big,med,unacc
low,vhigh,A,A,big,high,unacc
low,vhigh,A,B,small,low,unacc
low,vhigh,A,B,small,med,unacc
low,vhigh,A,B,small,high,acc
low,vhigh,A,B,med,low,unacc
low,vhigh,A,B,med,med,unacc
low,vhigh,A,B,med,high,acc
low,vhigh,A,B,big,low,unacc
low,vhigh,A,B,big,med,acc
low,vhigh,A,B,big,high,acc
low,vhigh,A,C,small,low,unacc
low,vhigh,A,C,small,med,unacc
low,vhigh,A,C,small,high,unacc
low,vhigh,A,C,med,low,unacc
low,vhigh,A,C,med,med,unacc
low,vhigh,A,C,med,high,acc
low,vhigh,A,C,big,low,unacc
low,vhigh,A,C,big,med,acc
low,vhigh,A,C,big,high,acc
low,vhigh,B,A,small,low,unacc
low,vhigh,B,A,small,med,unacc
low,vhigh,B,A,small,high,unacc
low,vhigh,B,A,med,low,unacc
low,vhigh,B,A,med,med,unacc
low,vhigh,B,A,med,high,unacc
low,vhigh,B,A,big,low,unacc
low,vhigh,B,A,big,med,unacc
low,vhigh,B,A,big,high,unacc
low,vhigh,B,B,small,low,unacc
low,vhigh,B,B,small,med,unacc
low,vhigh,B,B,small,high,acc
low,vhigh,B,B,med,low,unacc
low,vhigh,B,B,med,med,unacc
low,vhigh,B,B,med,high,acc
low,vhigh,B,B,big,low,unacc
low,vhigh,B,B,big,med,acc
low,vhigh,B,B,big,high,acc
low,vhigh,B,C,small,low,unacc
low,vhigh,B,C,small,med,unacc
low,vhigh,B,C,small,high,acc
low,vhigh,B,C,med,low,unacc
low,vhigh,B,C,med,med,acc
low,vhigh,B,C,med,high,acc
low,vhigh,B,C,big,low,unacc
low,vhigh,B,C,big,med,acc
low,vhigh,B,C,big,high,acc
low,vhigh,C,A,small,low,unacc
low,vhigh,C,A,small,med,unacc
low,vhigh,C,A,small,high,unacc
low,vhigh,C,A,med,low,unacc
low,vhigh,C,A,med,med,unacc
low,vhigh,C,A,med,high,unacc
low,vhigh,C,A,big,low,unacc
low,vhigh,C,A,big,med,unacc
low,vhigh,C,A,big,high,unacc
low,vhigh,C,B,small,low,unacc
low,vhigh,C,B,small,med,unacc
low,vhigh,C,B,small,high,acc
low,vhigh,C,B,med,low,unacc
low,vhigh,C,B,med,med,acc
low,vhigh,C,B,med,high,acc
low,vhigh,C,B,big,low,unacc
low,vhigh,C,B,big,med,acc
low,vhigh,C,B,big,high,acc
low,vhigh,C,C,small,low,unacc
low,vhigh,C,C,small,med,unacc
low,vhigh,C,C,small,high,acc
low,vhigh,C,C,med,low,unacc
low,vhigh,C,C,med,med,acc
low,vhigh,C,C,med,high,acc
low,vhigh,C,C,big,low,unacc
low,vhigh,C,C,big,med,acc
low,vhigh,C,C,big,high,acc
low,vhigh,D,A,small,low,unacc
low,vhigh,D,A,small,med,unacc
low,vhigh,D,A,small,high,unacc
low,vhigh,D,A,med,low,unacc
low,vhigh,D,A,med,med,unacc
low,vhigh,D,A,med,high,unacc
low,vhigh,D,A,big,low,unacc
low,vhigh,D,A,big,med,unacc
low,vhigh,D,A,big,high,unacc
low,vhigh,D,B,small,low,unacc
low,vhigh,D,B,small,med,unacc
low,vhigh,D,B,small,high,acc
low,vhigh,D,B,med,low,unacc
low,vhigh,D,B,med,med,acc
low,vhigh,D,B,med,high,acc
low,vhigh,D,B,big,low,unacc
low,vhigh,D,B,big,med,acc
low,vhigh,D,B,big,high,acc
low,vhigh,D,C,small,low,unacc
low,vhigh,D,C,small,med,unacc
low,vhigh,D,C,small,high,acc
low,vhigh,D,C,med,low,unacc
low,vhigh,D,C,med,med,acc
low,vhigh,D,C,med,high,acc
low,vhigh,D,C,big,low,unacc
low,vhigh,D,C,big,med,acc
low,vhigh,D,C,big,high,acc
low,high,A,A,small,low,unacc
low,high,A,A,small,med,unacc
low,high,A,A,small,high,unacc
low,high,A,A,med,low,unacc
low,high,A,A,med,med,unacc
low,high,A,A,med,high,unacc
low,high,A,A,big,low,unacc
low,high,A,A,big,med,unacc
low,high,A,A,big,high,unacc
low,high,A,B,small,low,unacc
low,high,A,B,small,med,acc
low,high,A,B,small,high,acc
low,high,A,B,med,low,unacc
low,high,A,B,med,med,acc
low,high,A,B,med,high,acc
low,high,A,B,big,low,unacc
low,high,A,B,big,med,acc
low,high,A,B,big,high,vgood
low,high,A,C,small,low,unacc
low,high,A,C,small,med,unacc
low,high,A,C,small,high,unacc
low,high,A,C,med,low,unacc
low,high,A,C,med,med,acc
low,high,A,C,med,high,acc
low,high,A,C,big,low,unacc
low,high,A,C,big,med,acc
low,high,A,C,big,high,vgood
low,high,B,A,small,low,unacc
low,high,B,A,small,med,unacc
low,high,B,A,small,high,unacc
low,high,B,A,med,low,unacc
low,high,B,A,med,med,unacc
low,high,B,A,med,high,unacc
low,high,B,A,big,low,unacc
low,high,B,A,big,med,unacc
low,high,B,A,big,high,unacc
low,high,B,B,small,low,unacc
low,high,B,B,small,med,acc
low,high,B,B,small,high,acc
low,high,B,B,med,low,unacc
low,high,B,B,med,med,acc
low,high,B,B,med,high,acc
low,high,B,B,big,low,unacc
low,high,B,B,big,med,acc
low,high,B,B,big,high,vgood
low,high,B,C,small,low,unacc
low,high,B,C,small,med,acc
low,high,B,C,small,high,acc
low,high,B,C,med,low,unacc
low,high,B,C,med,med,acc
low,high,B,C,med,high,vgood
low,high,B,C,big,low,unacc
low,high,B,C,big,med,acc
low,high,B,C,big,high,vgood
low,high,C,A,small,low,unacc
low,high,C,A,small,med,unacc
low,high,C,A,small,high,unacc
low,high,C,A,med,low,unacc
low,high,C,A,med,med,unacc
low,high,C,A,med,high,unacc
low,high,C,A,big,low,unacc
low,high,C,A,big,med,unacc
low,high,C,A,big,high,unacc
low,high,C,B,small,low,unacc
low,high,C,B,small,med,acc
low,high,C,B,small,high,acc
low,high,C,B,med,low,unacc
low,high,C,B,med,med,acc
low,high,C,B,med,high,vgood
low,high,C,B,big,low,unacc
low,high,C,B,big,med,acc
low,high,C,B,big,high,vgood
low,high,C,C,small,low,unacc
low,high,C,C,small,med,acc
low,high,C,C,small,high,acc
low,high,C,C,med,low,unacc
low,high,C,C,med,med,acc
low,high,C,C,med,high,vgood
low,high,C,C,big,low,unacc
low,high,C,C,big,med,acc
low,high,C,C,big,high,vgood
low,high,D,A,small,low,unacc
low,high,D,A,small,med,unacc
low,high,D,A,small,high,unacc
low,high,D,A,med,low,unacc
low,high,D,A,med,med,unacc
low,high,D,A,med,high,unacc
low,high,D,A,big,low,unacc
low,high,D,A,big,med,unacc
low,high,D,A,big,high,unacc
low,high,D,B,small,low,unacc
low,high,D,B,small,med,acc
low,high,D,B,small,high,acc
low,high,D,B,med,low,unacc
low,high,D,B,med,med,acc
low,high,D,B,med,high,vgood
low,high,D,B,big,low,unacc
low,high,D,B,big,med,acc
low,high,D,B,big,high,vgood
low,high,D,C,small,low,unacc
low,high,D,C,small,med,acc
low,high,D,C,small,high,acc
low,high,D,C,med,low,unacc
low,high,D,C,med,med,acc
low,high,D,C,med,high,vgood
low,high,D,C,big,low,unacc
low,high,D,C,big,med,acc
low,high,D,C,big,high,vgood
low,med,A,A,small,low,unacc
low,med,A,A,small,med,unacc
low,med,A,A,small,high,unacc
low,med,A,A,med,low,unacc
low,med,A,A,med,med,unacc
low,med,A,A,med,high,unacc
low,med,A,A,big,low,unacc
low,med,A,A,big,med,unacc
low,med,A,A,big,high,unacc
low,med,A,B,small,low,unacc
low,med,A,B,small,med,acc
low,med,A,B,small,high,good
low,med,A,B,med,low,unacc
low,med,A,B,med,med,acc
low,med,A,B,med,high,good
low,med,A,B,big,low,unacc
low,med,A,B,big,med,good
low,med,A,B,big,high,vgood
low,med,A,C,small,low,unacc
low,med,A,C,small,med,unacc
low,med,A,C,small,high,unacc
low,med,A,C,med,low,unacc
low,med,A,C,med,med,acc
low,med,A,C,med,high,good
low,med,A,C,big,low,unacc
low,med,A,C,big,med,good
low,med,A,C,big,high,vgood
low,med,B,A,small,low,unacc
low,med,B,A,small,med,unacc
low,med,B,A,small,high,unacc
low,med,B,A,med,low,unacc
low,med,B,A,med,med,unacc
low,med,B,A,med,high,unacc
low,med,B,A,big,low,unacc
low,med,B,A,big,med,unacc
low,med,B,A,big,high,unacc
low,med,B,B,small,low,unacc
low,med,B,B,small,med,acc
low,med,B,B,small,high,good
low,med,B,B,med,low,unacc
low,med,B,B,med,med,acc
low,med,B,B,med,high,good
low,med,B,B,big,low,unacc
low,med,B,B,big,med,good
low,med,B,B,big,high,vgood
low,med,B,C,small,low,unacc
low,med,B,C,small,med,acc
low,med,B,C,small,high,good
low,med,B,C,med,low,unacc
low,med,B,C,med,med,good
low,med,B,C,med,high,vgood
low,med,B,C,big,low,unacc
low,med,B,C,big,med,good
low,med,B,C,big,high,vgood
low,med,C,A,small,low,unacc
low,med,C,A,small,med,unacc
low,med,C,A,small,high,unacc
low,med,C,A,med,low,unacc
low,med,C,A,med,med,unacc
low,med,C,A,med,high,unacc
low,med,C,A,big,low,unacc
low,med,C,A,big,med,unacc
low,med,C,A,big,high,unacc
low,med,C,B,small,low,unacc
low,med,C,B,small,med,acc
low,med,C,B,small,high,good
low,med,C,B,med,low,unacc
low,med,C,B,med,med,good
low,med,C,B,med,high,vgood
low,med,C,B,big,low,unacc
low,med,C,B,big,med,good
low,med,C,B,big,high,vgood
low,med,C,C,small,low,unacc
low,med,C,C,small,med,acc
low,med,C,C,small,high,good
low,med,C,C,med,low,unacc
low,med,C,C,med,med,good
low,med,C,C,med,high,vgood
low,med,C,C,big,low,unacc
low,med,C,C,big,med,good
low,med,C,C,big,high,vgood
low,med,D,A,small,low,unacc
low,med,D,A,small,med,unacc
low,med,D,A,small,high,unacc
low,med,D,A,med,low,unacc
low,med,D,A,med,med,unacc
low,med,D,A,med,high,unacc
low,med,D,A,big,low,unacc
low,med,D,A,big,med,unacc
low,med,D,A,big,high,unacc
low,med,D,B,small,low,unacc
low,med,D,B,small,med,acc
low,med,D,B,small,high,good
low,med,D,B,med,low,unacc
low,med,D,B,med,med,good
low,med,D,B,med,high,vgood
low,med,D,B,big,low,unacc
low,med,D,B,big,med,good
low,med,D,B,big,high,vgood
low,med,D,C,small,low,unacc
low,med,D,C,small,med,acc
low,med,D,C,small,high,good
low,med,D,C,med,low,unacc
low,med,D,C,med,med,good
low,med,D,C,med,high,vgood
low,med,D,C,big,low,unacc
low,med,D,C,big,med,good
low,med,D,C,big,high,vgood
low,low,A,A,small,low,unacc
low,low,A,A,small,med,unacc
low,low,A,A,small,high,unacc
low,low,A,A,med,low,unacc
low,low,A,A,med,med,unacc
low,low,A,A,med,high,unacc
low,low,A,A,big,low,unacc
low,low,A,A,big,med,unacc
low,low,A,A,big,high,unacc
low,low,A,B,small,low,unacc
low,low,A,B,small,med,acc
low,low,A,B,small,high,good
low,low,A,B,med,low,unacc
low,low,A,B,med,med,acc
low,low,A,B,med,high,good
low,low,A,B,big,low,unacc
low,low,A,B,big,med,good
low,low,A,B,big,high,vgood
low,low,A,C,small,low,unacc
low,low,A,C,small,med,unacc
low,low,A,C,small,high,unacc
low,low,A,C,med,low,unacc
low,low,A,C,med,med,acc
low,low,A,C,med,high,good
low,low,A,C,big,low,unacc
low,low,A,C,big,med,good
low,low,A,C,big,high,vgood
low,low,B,A,small,low,unacc
low,low,B,A,small,med,unacc
low,low,B,A,small,high,unacc
low,low,B,A,med,low,unacc
low,low,B,A,med,med,unacc
low,low,B,A,med,high,unacc
low,low,B,A,big,low,unacc
low,low,B,A,big,med,unacc
low,low,B,A,big,high,unacc
low,low,B,B,small,low,unacc
low,low,B,B,small,med,acc
low,low,B,B,small,high,good
low,low,B,B,med,low,unacc
low,low,B,B,med,med,acc
low,low,B,B,med,high,good
low,low,B,B,big,low,unacc
low,low,B,B,big,med,good
low,low,B,B,big,high,vgood
low,low,B,C,small,low,unacc
low,low,B,C,small,med,acc
low,low,B,C,small,high,good
low,low,B,C,med,low,unacc
low,low,B,C,med,med,good
low,low,B,C,med,high,vgood
low,low,B,C,big,low,unacc
low,low,B,C,big,med,good
low,low,B,C,big,high,vgood
low,low,C,A,small,low,unacc
low,low,C,A,small,med,unacc
low,low,C,A,small,high,unacc
low,low,C,A,med,low,unacc
low,low,C,A,med,med,unacc
low,low,C,A,med,high,unacc
low,low,C,A,big,low,unacc
low,low,C,A,big,med,unacc
low,low,C,A,big,high,unacc
low,low,C,B,small,low,unacc
low,low,C,B,small,med,acc
low,low,C,B,small,high,good
low,low,C,B,med,low,unacc
low,low,C,B,med,med,good
low,low,C,B,med,high,vgood
low,low,C,B,big,low,unacc
low,low,C,B,big,med,good
low,low,C,B,big,high,vgood
low,low,C,C,small,low,unacc
low,low,C,C,small,med,acc
low,low,C,C,small,high,good
low,low,C,C,med,low,unacc
low,low,C,C,med,med,good
low,low,C,C,med,high,vgood
low,low,C,C,big,low,unacc
low,low,C,C,big,med,good
low,low,C,C,big,high,vgood
low,low,D,A,small,low,unacc
low,low,D,A,small,med,unacc
low,low,D,A,small,high,unacc
low,low,D,A,med,low,unacc
low,low,D,A,med,med,unacc
low,low,D,A,med,high,unacc
low,low,D,A,big,low,unacc
low,low,D,A,big,med,unacc
low,low,D,A,big,high,unacc
low,low,D,B,small,low,unacc
low,low,D,B,small,med,acc
low,low,D,B,small,high,good
low,low,D,B,med,low,unacc
low,low,D,B,med,med,good
low,low,D,B,med,high,vgood
low,low,D,B,big,low,unacc
low,low,D,B,big,med,good
low,low,D,B,big,high,vgood
low,low,D,C,small,low,unacc
low,low,D,C,small,med,acc
low,low,D,C,small,high,good
low,low,D,C,med,low,unacc
low,low,D,C,med,med,good
low,low,D,C,med,high,vgood
low,low,D,C,big,low,unacc
low,low,D,C,big,med,good
low,low,D,C,big,high,vgood
